fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
-0.3204,0.1843,1.317,1.3362,-0.3435,1.7734,0.8361,0.9683,-0.1773,-0.6134,-1.4186,5,1
-0.8604,0.0628,-1.7111,-0.8499,0.3701,-0.4804,-0.137,-0.4324,0.0715,-0.0757,-1.0832,5,1
-0.0889,-0.4232,-0.0594,2.6814,-0.2864,1.379,2.4109,1.7687,-0.9237,0.1931,-1.5024,5,1
-0.3204,-0.4232,-1.367,-0.8709,-0.4577,3.182,0.9246,-0.8993,-0.2395,-0.815,-0.4124,5,1
-0.2432,0.9132,-0.5412,-0.8919,-0.2008,-0.9875,0.1638,-0.4991,-0.3017,-0.1429,-0.9155,5,1
0.7596,-0.3624,0.6976,-0.7658,-0.7146,-0.0296,-0.4024,-0.9994,-0.7993,-0.9494,0.7615,5,1
-0.0118,-0.9091,0.4911,-0.8919,-0.5719,0.0831,-0.544,-0.966,-0.3639,-0.2101,0.0069,5,1
-0.0118,-0.9091,0.4911,-0.8919,-0.5719,0.0831,-0.544,-0.966,-0.3639,-0.2101,0.0069,5,1
-0.3204,-0.4839,-0.6788,0.4744,-0.2579,1.4917,1.6677,0.4013,-0.7371,-0.4118,-1.2509,5,1
-1.0146,-0.4839,-0.3347,2.6814,-0.2293,1.21,0.9246,1.5353,0.8179,-0.6134,-0.9155,5,1
-1.0146,-0.4839,0.56,-0.8709,-0.2579,-1.0438,0.4115,-0.0656,1.4399,-0.0085,-0.077,5,1
-0.7832,0.1843,-0.1282,0.2431,8.2774,2.7313,1.4908,0.2346,0.4447,0.3275,-0.7478,5,1
-0.5518,-0.2409,-0.1971,-0.6712,-0.5433,-1.2692,1.6677,-0.3324,-0.1773,0.5963,-0.4962,5,1
-0.6289,0.8221,-1.7799,-0.934,-0.7432,-1.2128,0.2699,-1.433,-1.5456,-1.6215,0.2584,5,1
-0.2432,0.4272,0.0782,0.9788,-0.3721,-0.1423,0.6415,0.7015,-0.1151,-0.0757,-0.9155,5,1
-0.6289,0.6702,-1.7111,-0.9129,-0.7432,-1.1565,0.2699,-1.3996,-1.5456,-1.6887,0.2584,5,1
-0.6289,0.8221,-1.7799,-0.934,-0.7432,-1.2128,0.2699,-1.433,-1.5456,-1.6215,0.2584,5,1
0.0653,-0.5447,-0.1971,0.4323,-0.2008,0.4212,0.7477,0.6014,1.3155,-1.0166,-0.7478,5,1
0.0653,-0.5447,-0.1971,0.4323,-0.2008,0.4212,0.7477,0.6014,1.3155,-1.0166,-0.7478,5,1
-0.8604,-0.3624,-0.4723,2.5868,-0.3435,0.9846,0.8007,1.5353,0.7557,-0.3446,-0.8316,5,1
0.2196,-0.6662,2.4869,1.168,-0.2579,0.3648,0.3053,1.035,-1.4212,-1.0166,-1.4186,5,1
0.2196,-0.7877,2.4869,1.147,-0.315,0.4212,0.3053,1.035,-1.359,-1.151,-1.5024,5,1
0.2196,-0.7877,2.4869,1.147,-0.315,0.4212,0.3053,1.035,-1.359,-1.151,-1.5024,5,1
0.2196,-0.6662,2.4869,1.168,-0.2579,0.3648,0.3053,1.035,-1.4212,-1.0166,-1.4186,5,1
-0.5518,0.731,0.6288,2.3872,0.7983,1.6044,1.88,1.5353,-0.2395,0.3275,-1.2509,5,1
-0.5518,-0.4839,0.7664,0.7266,0.7698,1.0973,0.9777,0.6014,-2.292,-0.2101,-1.2509,5,1
-0.0118,-0.6054,0.147,-0.9129,-0.315,-1.5509,-0.9155,-1.1328,0.0715,-0.1429,0.7615,5,1
-0.9375,0.1235,-1.7799,-0.8499,0.2845,-0.1986,0.2168,-0.4324,0.2581,0.1259,-0.9993,5,1
-0.1661,-0.6662,0.6976,2.6499,-0.1722,0.2521,0.4999,1.7354,0.0093,-0.7478,-1.4186,5,1
-0.1661,-0.6662,0.6976,2.6499,-0.1722,0.2521,0.4999,1.7354,0.0093,-0.7478,-1.4186,5,1
-0.9375,-0.3017,-0.8164,1.5043,-0.315,0.8156,1.2608,0.8349,0.6935,-0.7478,-0.8316,5,1
0.1425,-0.3624,-0.4723,1.3572,-0.0866,-0.3113,0.5707,0.9683,-0.7371,0.5963,-1.0832,5,1
-0.6289,0.6702,-1.7111,-0.9129,-0.7432,-1.1565,0.2699,-1.3996,-1.5456,-1.6887,0.2584,5,1
-0.2432,0.4272,0.0782,0.9788,-0.3721,-0.1423,0.6415,0.7015,-0.1151,-0.0757,-0.9155,5,1
-0.0889,-0.1802,1.2482,1.9037,0.0847,-1.3819,0.5707,1.2017,-1.7322,-0.6134,-1.167,5,1
-1.1689,-0.9699,-0.6788,-0.2613,-0.4006,-0.3113,-0.0839,-0.2323,0.8179,-0.9494,-0.9155,5,1
0.0653,1.0347,-0.4035,-0.4505,0.9696,-1.3255,0.3407,-0.0989,-1.2969,-0.0757,-1.4186,5,1
-0.3204,-0.9699,0.3535,-0.8078,-0.0295,0.9283,0.6769,-0.4324,-0.8615,-0.5462,-1.167,5,1
-0.0118,0.002,0.147,1.5043,-0.2293,-1.3255,-1.3225,-0.1656,-0.1773,-0.8822,1.0131,5,1
0.5282,-0.9091,-0.4035,-0.7027,-0.4863,-1.2692,0.4822,-0.1656,-1.0481,1.4028,-0.5801,5,1
0.5282,-0.9091,-0.4035,-0.7027,-0.4863,-1.2692,0.4822,-0.1656,-1.0481,1.4028,-0.5801,5,1
-1.2461,0.0628,0.3535,-0.934,-0.5148,-1.3819,-0.774,-1.4997,0.9423,-1.2855,0.7615,5,1
-0.6289,-0.9699,1.1105,-0.3034,3.71,1.8861,0.6061,-0.0656,-0.9859,-0.8822,-0.9993,5,1
0.5282,0.0324,1.317,2.0719,-0.2579,1.3227,0.9777,1.3351,-0.7993,-0.1429,-1.167,5,1
0.5282,0.0324,1.317,2.0719,-0.2579,1.3227,0.9777,1.3351,-0.7993,-0.1429,-1.167,5,1
-1.1689,-0.0283,0.147,-0.934,-0.4577,-0.9875,1.0308,-0.8993,0.3203,0.8652,-0.4124,5,1
-0.8604,-0.6054,-0.1282,-0.8289,-0.315,-0.4804,-0.9686,-0.8993,0.5691,0.0587,-0.077,5,1
-0.0118,0.731,2.2805,1.0419,-0.1722,2.5622,1.3492,0.9683,-0.3639,-0.7478,-1.5024,5,1
0.9139,0.0628,2.6934,1.4203,-0.2864,-0.4804,0.783,1.1684,-1.4834,0.798,-0.9155,5,1
-1.0146,-0.7877,-0.5412,1.3992,-0.3435,1.2663,0.8715,0.7348,0.1959,-0.9494,-0.8316,5,1
-1.0146,0.1843,-1.5046,-0.8078,0.0276,0.4775,0.2168,-0.7659,0.1337,-0.3446,-0.3285,5,1
-0.3204,1.0347,-0.1282,-0.2613,0.2845,0.4212,0.8715,-0.0656,-0.1151,-0.7478,-1.167,5,1
-0.9375,-0.4839,1.2482,-0.6817,-0.2293,1.6044,0.6592,-0.6325,-0.8615,0.5291,-0.5801,5,1
0.1425,0.4272,2.3493,1.126,-0.1437,2.6186,1.3846,0.9683,-1.0481,-0.479,-1.5024,5,1
-0.3975,0.002,1.5234,2.2821,-0.2579,0.7592,1.1546,1.3351,-1.1103,0.1931,-1.4186,5,1
0.1425,0.4272,2.3493,1.126,-0.1437,2.6186,1.3846,0.9683,-1.0481,-0.479,-1.5024,5,1
-0.0118,0.731,2.2805,1.0419,-0.1722,2.5622,1.3492,0.9683,-0.3639,-0.7478,-1.5024,5,1
-1.2461,0.0628,-1.2294,-0.0932,-0.2864,0.9846,1.4554,-0.3324,0.5069,1.2012,-0.1608,5,1
-1.2461,-0.4839,-0.4035,0.054,-0.7146,-1.0438,-0.6325,-0.7993,0.1959,-1.0166,0.2584,5,1
-0.3204,-0.6054,0.147,-0.1772,-0.6861,0.3648,0.3407,-0.6659,-0.1151,-0.9494,0.0907,5,1
-0.0889,0.1843,2.4181,1.0629,-0.315,1.0409,0.6946,0.9349,-0.3639,-0.6134,-1.5024,5,1
-0.7061,-0.1802,0.147,-0.6817,-0.315,-0.593,-0.6855,-0.6659,0.5069,-0.6806,-0.2447,5,1
-0.0889,0.1843,2.4181,1.0629,-0.315,1.0409,0.6946,0.9349,-0.3639,-0.6134,-1.5024,5,1
-0.0118,-0.9699,0.6288,-0.8919,-0.2293,0.5902,-0.3317,-0.9327,-0.4883,-0.5462,-0.077,5,1
-0.6289,-0.7269,1.6611,1.9037,-0.0295,-0.1986,0.7653,1.1017,-1.4834,-0.8822,-1.167,5,1
-0.7061,0.1235,-0.1282,-0.1352,-0.2008,-0.9311,-0.544,-0.4991,0.3825,-0.9494,0.0907,5,1
-0.3975,-0.6054,0.2159,1.6094,-0.1722,1.8861,1.5793,0.7682,-0.4261,-0.2101,-0.8316,5,1
-0.1661,-0.6662,0.2847,1.5884,-0.1437,2.3369,1.0838,0.8349,-0.3639,-0.2774,-0.5801,5,1
0.2196,-0.3017,-0.0594,0.7371,-0.0295,-0.593,0.6238,0.7015,-0.8615,0.0587,-0.9993,5,1
1.9938,0.488,1.1105,0.9263,-0.629,-1.4382,-0.1016,0.368,-2.1676,-1.6215,-0.4124,5,1
0.2196,-0.4232,-0.0594,2.5763,-0.1437,0.1394,1.0131,1.4352,-0.7993,0.7308,-0.2447,5,1
-1.0146,-0.6662,-0.1282,1.5674,-0.0581,1.4917,0.96,0.8349,0.3825,-0.9494,-0.9155,5,1
-0.0889,0.002,-1.1605,-0.8919,-0.0866,1.7171,1.19,-0.3657,-0.7993,-0.6806,-1.0832,5,1
-0.3204,-0.3624,0.56,3.4802,-0.2293,0.9846,0.9069,2.1022,-1.7944,-0.2101,-1.5024,5,1
-0.3204,-0.4839,1.6611,1.3572,-0.3721,1.8861,1.9508,0.7682,-1.2347,0.6635,-0.9993,5,1
-0.3204,-0.3017,1.6611,1.3572,-0.3721,1.9988,2.0216,0.8349,-1.2347,0.6635,-0.9993,5,1
-1.0146,-0.2409,-0.61,-0.2613,-0.5148,0.6465,0.0576,-0.7659,-0.4261,-0.2101,0.4261,5,1
-0.3204,-0.3624,0.56,3.4802,-0.2293,0.9846,0.9069,2.1022,-1.7944,-0.2101,-1.5024,5,1
-0.4747,-1.1521,0.147,-0.0721,-0.0295,0.1958,0.1638,-0.1656,0.8801,-0.7478,-0.7478,5,1
-0.3975,-0.4232,-0.0594,2.1559,-0.5719,0.7592,1.1192,1.0683,0.2581,0.1931,-0.7478,5,1
-0.3204,-0.4232,-0.6788,0.5584,-0.629,1.379,1.5439,0.468,-0.1773,-0.0757,-1.3347,5,1
-0.4747,-0.6054,-0.3347,2.177,-0.6004,0.8719,1.2785,1.1684,0.1337,-0.1429,-1.0832,5,1
-0.5518,0.5184,0.56,1.6094,-0.5148,1.6044,2.2162,1.0683,0.0715,0.2603,-1.2509,5,1
-0.0889,0.5487,2.0052,1.3362,-0.315,1.3227,0.6946,0.9016,-0.6749,-0.5462,-1.5024,5,1
-0.8604,-0.4232,0.7664,0.4323,-0.2008,1.9425,2.2516,0.3346,-0.6127,-0.4118,-1.2509,5,1
0.1425,-0.5447,0.3535,1.6935,0.1132,1.21,1.3492,0.9349,-1.359,-0.6134,-1.167,5,1
-0.0889,-1.3344,0.0094,0.8737,-0.0581,1.8861,0.8184,0.5014,1.1289,-0.815,-0.9155,5,1
-0.9375,-0.7877,-0.5412,1.3992,-0.1722,1.379,0.8538,0.7682,0.7557,-0.9494,-0.9155,5,1
0.2196,-0.2106,0.56,2.8286,0.0847,0.7592,0.96,1.7687,-1.4212,-0.479,-1.2509,5,1
0.1425,-0.5447,0.3535,1.6935,0.1132,1.21,1.3492,0.9349,-1.359,-0.6134,-1.167,5,1
-0.0889,-1.3344,0.0094,0.8737,-0.0581,1.8861,0.8184,0.5014,1.1289,-0.815,-0.9155,5,1
-0.2432,-0.0587,-0.2659,-0.8709,-0.1437,0.3648,1.2608,-0.6659,0.3203,0.4619,-0.1608,5,1
-0.6289,-0.3017,0.8352,-0.3874,4.1097,2.5059,1.1546,-0.1656,-1.2347,-0.815,-1.167,5,1
-0.0118,-0.4232,0.9729,2.797,-0.1152,0.8156,2.4639,1.7687,-1.1103,-0.0757,-1.3347,5,1
-0.3975,0.4272,0.147,0.7897,-0.2008,-0.0859,0.6061,0.7015,0.0093,-0.1429,-1.167,5,1
-0.3975,0.4272,0.147,0.7897,-0.2008,-0.0859,0.6061,0.7015,0.0093,-0.1429,-1.167,5,1
-0.0118,-0.1802,1.2482,1.6515,-0.001,2.1115,1.4023,1.1684,-1.2969,-0.4118,-1.0832,5,1
0.0653,-0.1195,1.1105,1.6515,0.1132,1.4917,1.42,1.1684,-1.1103,-0.2101,-1.0832,5,1
-1.0146,0.1235,-1.9176,0.054,-0.2864,-0.5367,-0.5086,-0.4324,0.0093,-0.1429,-0.2447,5,1
0.451,-0.6054,0.0094,1.4203,-0.0581,0.6465,0.3938,1.2351,-1.2969,0.0587,-1.4186,5,1
0.1425,-1.0914,-0.0594,0.2957,0.0847,0.0267,0.2699,0.1679,0.4447,-1.2855,-0.6639,5,1
0.1425,0.3058,-0.61,0.3272,-0.6575,-0.0859,0.1815,-0.2323,-0.4883,-0.7478,0.0069,5,1
-1.1689,-0.4839,-0.4723,1.0419,-1.0286,-1.3255,-1.0394,-0.2323,1.0667,-1.0838,0.0907,5,1
-0.0118,-0.1802,1.2482,1.6515,-0.001,2.1115,1.4023,1.1684,-1.2969,-0.4118,-1.0832,5,1
-0.5518,-0.3624,0.147,0.9368,-0.5148,-0.0296,0.3053,0.2346,-0.6749,-0.6134,-0.5801,5,1
-0.6289,-0.3017,0.8352,-0.3874,4.0241,2.5059,1.19,-0.1656,-1.2969,-1.0166,-1.167,5,1
-0.0889,-0.1195,-0.5412,1.6094,-0.1722,1.21,1.5616,1.1017,-0.7371,-0.2774,-1.4186,5,1
-0.2432,-0.3017,0.56,2.9442,-0.3721,0.3085,0.7123,1.6353,-1.7944,-0.4118,-1.3347,5,1
-1.4775,1.4599,-1.7111,0.3062,-0.3721,0.1958,0.5884,-0.0989,0.7557,0.2603,-0.6639,5,1
-1.5546,1.5814,-1.7111,0.3272,-0.3435,0.1394,0.553,-0.0989,0.6935,0.3275,-0.6639,5,1
-1.0918,-0.5447,-0.4035,1.6094,-0.1437,0.7592,0.5707,0.8349,0.4447,-1.0166,-0.9993,5,1
-0.4747,1.4599,-0.1282,-0.0721,0.0276,-0.0296,0.1284,0.0678,0.1337,-1.0166,-1.2509,5,1
-0.1661,-0.3017,1.5234,1.105,-0.2864,1.6044,2.0924,0.6348,-1.0481,0.5291,-0.8316,5,1
0.3739,-0.4839,0.56,-0.9129,-0.4006,-1.2128,-0.9863,-1.0661,-2.0432,-0.2101,0.0907,5,1
-0.3975,0.002,-0.1282,2.1349,-0.0581,1.1536,1.42,1.1684,-0.1773,-0.2774,-0.9993,5,1
-0.0889,0.0628,-0.5412,2.0929,-0.0295,0.8719,1.4554,1.3685,-0.6127,-0.2774,-1.4186,5,1
0.0653,-0.1195,-0.4723,0.3693,-0.001,0.9283,1.1369,0.468,-0.8615,-0.4118,-1.4186,5,1
0.1425,-0.3624,0.6976,3.0178,0.2845,1.2663,1.4023,1.7687,-1.6078,-0.6134,-1.167,5,1
0.8367,0.3058,2.6246,1.0839,-0.315,0.1394,0.9423,0.9683,-0.7993,0.2603,-0.9155,5,1
-0.0118,0.5487,-0.5412,0.2642,0.0561,0.5338,0.8361,0.1012,-0.1151,-0.815,-0.4962,5,1
-1.0918,0.002,-0.7476,0.2431,-0.4577,1.0973,0.9069,-0.199,0.4447,0.5963,-0.4124,5,1
-0.4747,-0.6054,0.2159,0.4744,-0.7146,0.3085,0.3407,-0.299,-0.1773,-1.0838,0.0069,5,1
-0.4747,-0.6054,0.2159,0.4744,-0.7146,0.3085,0.3407,-0.299,-0.1773,-1.0838,0.0069,5,1
0.8367,0.4272,1.317,-0.7238,-0.2864,-1.1001,1.6146,-0.5658,-1.2347,0.1259,0.7615,5,1
0.2196,-0.4232,-0.0594,0.075,0.0276,5.6612,3.4902,-0.0322,-0.2395,0.3947,0.0069,5,1
-0.0118,-0.7877,0.6288,-0.8709,-0.5719,0.1394,-0.544,-0.8993,-0.3017,-0.1429,-0.077,5,1
-0.2432,-0.3624,0.56,0.5795,-0.5719,-0.8748,-0.367,-0.0989,-0.3017,-1.3527,-0.2447,5,1
-0.2432,-0.3017,0.56,2.9442,-0.3721,0.3085,0.7123,1.6353,-1.7944,-0.4118,-1.3347,5,1
-0.2432,0.3665,1.6611,1.2101,-0.3721,0.5338,0.4646,0.9349,-0.4883,-0.479,-1.5024,5,1
-0.8604,0.4272,-1.2294,1.0419,-0.5433,-0.7057,0.0576,0.4347,1.0045,-0.5462,-0.4124,5,1
-0.3204,-0.4839,-0.5412,0.4954,-0.1152,1.3227,1.7385,0.468,-0.5505,-0.4118,-1.3347,5,1
-0.3204,-0.4232,-0.4035,2.24,-0.2008,1.379,1.42,1.2351,-0.4261,-0.2101,-0.9993,5,1
-0.0889,-0.1195,-0.5412,1.6094,-0.1722,1.21,1.5616,1.1017,-0.7371,-0.2774,-1.4186,5,1
-0.2432,1.2169,0.0094,1.6305,-0.1722,1.2663,2.1278,0.8682,-0.1151,-0.2101,-0.7478,5,1
-0.6289,-0.7877,1.2482,1.2941,-0.4006,0.8156,0.6592,0.8349,-0.4261,-0.6806,-1.4186,5,1
-0.1661,-1.0914,0.0094,0.6005,-0.315,0.4212,0.1815,0.368,-0.0529,-1.2855,-1.0832,5,1
-0.3204,1.3992,-0.1971,-0.6817,-0.4577,-0.8748,-0.6855,-0.299,0.6313,1.4028,-0.2447,5,1
-1.2461,-0.575,-0.4723,0.8948,-0.6861,-1.0438,-0.8448,-0.2323,0.5691,-1.2855,0.0069,5,1
-0.1661,-1.0914,0.0094,0.6005,-0.315,0.4212,0.1815,0.368,-0.0529,-1.2855,-1.0832,5,1
-0.3204,-0.4839,-0.5412,0.4954,-0.1152,1.3227,1.7385,0.468,-0.5505,-0.4118,-1.3347,5,1
-1.0918,-0.4839,-0.5412,0.7897,-0.3435,1.379,0.6415,0.468,0.5691,-1.0166,-0.9155,5,1
-1.0918,-0.4839,-0.5412,0.7897,-0.3435,1.379,0.6415,0.468,0.5691,-1.0166,-0.9155,5,1
-1.1689,-0.3624,-0.5412,2.5343,-0.3435,1.6607,0.9069,1.4018,0.5691,-0.6134,-0.9155,5,1
0.2196,-0.6662,0.2847,0.3272,-0.5719,0.7029,0.8007,-0.299,-1.1103,-1.4199,0.4261,5,1
0.2196,-0.4232,0.2847,0.3272,-0.5719,0.8156,0.8538,-0.2657,-1.1725,-1.3527,0.4261,5,1
-0.0889,-0.6054,0.6288,2.5974,-0.2864,0.4775,0.5176,1.702,0.6313,-0.9494,-1.5024,5,1
-0.0889,-0.6054,0.6288,2.5974,-0.2864,0.4775,0.5176,1.702,0.6313,-0.9494,-1.5024,5,1
0.0653,-0.1195,-0.61,1.7355,-0.1722,1.0409,1.4377,1.2684,-0.1151,-0.479,-1.5024,5,1
0.3739,-0.1802,-0.4035,0.4954,-0.7146,-0.424,-0.4555,-0.0989,-0.5505,-0.2101,-0.077,5,1
-0.2432,0.3665,1.6611,1.2101,-0.3721,0.5338,0.4646,0.9349,-0.4883,-0.479,-1.5024,5,1
0.2196,-0.4232,0.2847,0.3272,-0.5719,0.8156,0.8538,-0.2657,-1.1725,-1.3527,0.4261,5,1
-1.0918,-0.0283,-1.2294,0.075,-0.2864,1.0409,1.4377,-0.3324,0.5069,1.2012,-0.1608,5,1
-0.6289,-0.6054,-0.2659,1.2731,-0.1722,0.1958,0.8361,0.7348,0.5691,-0.5462,-0.8316,5,1
-0.6289,-0.6054,-0.1971,1.2521,-0.1437,0.0831,0.8892,0.7015,0.5691,-0.5462,-0.8316,5,1
0.2968,-0.3017,0.6976,-0.8709,-0.6004,-0.7057,-0.5263,-1.2996,-1.4212,-0.9494,0.6777,5,1
-0.1661,-0.1802,1.3858,-0.7868,-0.7717,-1.4382,-0.9686,-0.966,-0.9237,-0.6806,-0.077,5,1
1.0682,-0.4839,0.6288,-0.6817,-0.2008,-0.0859,-0.0839,-0.199,-1.6078,-0.6134,-0.4124,5,1
-0.0118,1.0347,-0.5412,0.9578,1.0552,0.2521,1.4377,1.135,1.1911,-0.4118,-1.2509,5,1
-0.1661,-0.7877,-0.2659,0.4323,0.3987,0.8156,1.2254,0.6348,0.7557,0.1259,-0.9155,5,1
-0.3975,-0.4839,-0.4035,-0.3034,0.6556,0.2803,1.7739,0.3013,0.5691,0.9996,-0.8316,5,1
-0.3975,-0.4839,-0.4035,-0.2823,0.4843,0.3085,1.5262,0.3013,0.5069,0.9324,-0.8316,5,1
0.8367,-0.7269,0.4223,1.9668,-0.0581,0.0831,0.1815,1.8354,0.0093,-0.2101,-0.6639,5,1
0.8367,-0.7269,0.4223,1.9668,-0.0581,0.0831,0.1815,1.8354,0.0093,-0.2101,-0.6639,5,1
0.3739,0.002,-0.1282,0.5374,-0.2293,-0.3113,1.3492,0.1345,-1.5456,-0.4118,0.3423,5,1
0.451,-0.4839,0.8352,-0.8709,-0.5433,0.7029,0.2876,-0.0989,-0.2395,0.798,-0.4124,5,1
-0.5518,-0.4839,0.147,2.2821,-0.1437,1.4354,1.4377,1.9021,1.6887,-0.7478,-0.5801,5,1
0.0653,-0.1802,2.5557,0.9999,-0.4292,1.548,0.783,1.0016,-0.9859,-0.5462,-1.5863,5,1
0.1425,-0.6054,-0.0594,0.6215,-0.315,1.21,1.19,0.5347,-0.7993,-1.4199,-1.4186,5,1
-0.7061,-1.0914,0.56,-0.8078,-0.6575,1.6044,0.5707,-1.0994,1.3777,-0.0085,0.7615,5,1
0.5282,-0.3017,0.4911,0.2642,-0.5719,-1.3819,0.0222,-0.299,-0.6127,-0.7478,0.1746,5,1
0.0653,-0.1802,2.5557,0.9999,-0.4292,1.548,0.783,1.0016,-0.9859,-0.5462,-1.5863,5,1
0.1425,-0.9699,0.56,-0.8078,-0.2579,-0.4804,-0.2432,-0.3324,0.3825,-0.6134,0.1746,5,1
-1.0146,0.4576,-1.2982,-0.8499,-0.4577,-1.1001,-0.9155,-0.8326,0.4447,-0.0757,0.0069,5,1
0.0653,-0.6054,0.147,0.4323,-0.2293,-0.0859,0.6415,0.5014,-0.7371,0.0587,-1.2509,5,1
0.8367,0.3665,0.4223,-0.9129,-0.5148,-0.8748,-0.7209,-0.4324,-1.1725,-0.6806,-1.0832,5,1
-0.1661,-0.1802,1.3858,-0.7868,-0.7717,-1.4382,-0.9686,-0.966,-0.9237,-0.6806,-0.077,5,1
-0.5518,-0.9091,-1.5046,-0.8709,-0.2864,-0.424,-0.1547,-0.3324,0.4447,-0.5462,-0.4124,5,1
0.8367,-0.6662,0.7664,-0.4715,-0.6004,-0.9311,-0.2609,-0.6325,-0.4261,-1.151,0.8454,5,1
0.2968,-0.2409,-0.4723,-0.2403,-0.0581,-0.4804,-0.0839,0.3013,-0.6127,-0.2774,-1.0832,5,1
-0.5518,-1.2129,0.0782,0.4533,-0.1722,1.2663,1.2962,0.6348,0.1959,-0.2774,-1.5863,5,1
-0.9375,-0.8484,2.6934,-0.8078,2.6824,-1.1565,-1.0925,-0.6659,-0.6127,-0.4118,-0.5801,5,1
-0.2432,-0.9091,0.0782,-0.8078,-0.3721,1.8298,0.5884,-0.7326,1.3777,-0.0757,0.2584,5,1
-0.2432,-0.9091,0.0782,-0.8078,-0.3721,1.8298,0.5884,-0.7326,1.3777,-0.0757,0.2584,5,1
-0.5518,-0.5447,-0.3347,2.0508,-0.2008,2.5059,1.7916,0.8349,-0.1773,-0.9494,-0.4962,5,1
-0.9375,-0.4839,0.147,-0.8709,-0.2864,-1.3819,-1.5348,-0.7659,0.4447,0.6635,-0.077,5,1
-0.6289,-0.3624,0.6288,0.2852,-0.315,1.7171,1.7739,0.1679,-0.7993,-0.479,-0.9155,5,1
-1.0918,0.4576,-1.2982,-0.8499,-0.4577,-1.1001,-0.9155,-0.8326,0.4447,-0.0757,0.0069,5,1
-1.6318,1.0954,-1.7799,-0.5766,-0.1152,-0.0296,-0.6501,-0.4991,0.6313,-0.6806,-0.9993,5,1
-0.8604,-1.0914,-0.3347,1.5043,0.2274,1.8298,0.8184,1.5686,2.7461,-0.6806,-1.3347,5,1
0.2968,0.3058,-0.6788,-0.5556,-0.5719,-0.6494,-0.0486,-0.6992,-1.1725,-1.6215,-0.2447,5,1
-0.3204,0.1843,1.0417,1.2101,0.4272,0.7592,0.3584,0.7015,-1.4834,2.3437,-1.0832,5,1
0.2196,-1.0306,0.3535,-0.8289,0.1132,-0.7057,-0.7209,-0.3657,1.9997,2.3437,0.1746,5,1
-0.0889,0.7917,-0.5412,0.117,-0.3435,-1.1001,-0.6855,0.3013,-0.0529,0.1931,-0.6639,5,1
0.2196,-1.0306,0.147,-0.8499,-0.6004,-0.9875,-0.2432,-0.966,-1.0481,1.4028,0.4261,5,1
0.3739,-0.3928,-0.1282,-0.934,-0.4863,-0.6494,-0.7209,-0.8993,-1.2969,0.1931,0.1746,5,1
0.2196,-0.0587,1.1105,2.9442,-0.2293,1.379,2.2516,2.1022,-1.67,-0.8822,-1.4186,5,1
0.0653,-1.1521,0.56,-0.7238,-0.1722,-0.3677,-0.4201,-0.4991,-0.4883,-0.5462,0.0069,5,1
-0.7832,-0.5447,1.0417,1.2941,-0.2293,1.7734,1.6677,0.7015,-0.1773,-0.2101,-0.8316,5,1
0.2196,-0.1195,-0.4035,-0.7658,-0.4006,-0.9875,0.3053,-0.299,-0.9237,-1.0166,-0.8316,5,1
-0.6289,0.9739,-1.0917,1.5674,-0.4006,-0.255,0.3938,0.9016,0.3825,-1.3527,-1.2509,5,1
1.8396,-0.6662,0.56,-0.8289,-0.3435,-0.6494,0.3407,-0.3324,-1.6078,-0.2774,0.3423,5,1
0.7596,1.6421,0.9041,-0.0091,-0.7432,-0.8748,0.0399,0.2346,-0.4883,-1.2855,-0.7478,5,1
0.1425,-0.7269,0.0782,-0.7238,-0.315,0.0267,-0.2609,-0.5325,1.2533,0.1259,0.7615,5,1
-0.5518,0.4272,2.2116,1.3362,0.2559,1.9425,1.9331,1.035,-0.6127,-0.1429,-1.3347,5,1
0.2196,-0.1195,0.3535,-0.8919,-0.2293,-0.4804,1.2077,-0.299,-0.7993,-0.6806,-0.9993,5,1
0.2968,-0.4839,1.0417,-0.8078,0.3416,-1.4382,-1.0748,-0.0989,-0.7371,-0.5462,-0.7478,5,1
-0.6289,-0.2409,0.4223,0.4954,-0.2864,0.2521,1.3492,0.2679,-0.7371,-1.0838,-1.2509,5,1
1.2996,-0.0587,0.0094,-0.8289,-0.2579,-1.1001,1.4908,0.2346,-0.1773,-0.479,-0.9155,5,1
-0.6289,-0.2409,0.4223,0.4954,-0.2864,0.2521,1.3492,0.2679,-0.7371,-1.0838,-1.2509,5,1
0.0653,-0.4232,0.4911,0.2642,0.2274,-0.1423,1.2785,0.368,0.4447,-1.5543,-0.6639,5,1
0.6053,-0.3624,0.6976,0.3482,-0.315,0.5902,0.9423,0.4013,-0.3017,-0.6806,0.0907,5,1
0.6053,1.6421,0.4223,1.3992,6.9929,-0.3677,1.8447,1.5353,-1.7322,-0.3446,-1.0832,5,1
0.6053,-0.3624,0.6976,0.3482,-0.315,0.5902,0.9423,0.4013,-0.3017,-0.6806,0.0907,5,1
-0.2432,-0.9699,0.4223,0.2221,-0.4863,-0.593,-0.1016,-0.1323,-0.7371,-0.7478,0.0069,5,1
0.451,-0.1195,-0.0594,-0.7868,-0.5719,0.8719,1.4023,-0.5658,-1.1725,-0.3446,0.0069,5,1
0.0653,-0.6054,0.4911,-0.3874,-0.9144,0.2521,0.0045,-0.6325,-0.3017,-0.1429,0.3423,5,1
